license_num,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,applicant,manager,day_phone,evening_phone,address,city,state,zip,gpsx,gpsy
CAL-132436,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Vejigantes Restaurant LLC,Vejigantes Restaurant,1 INSTRUMENTAL MUSIC IS LIMITED TO PERFORMER WHO MAY BE FEATURED FRIDAYS SATURDAYS BETWEEN 10 00 P M 2 ALL OUTSIDE ENTERTAINMENT MUST CEASE 9 45 3 SPEAKERS FACE INWARD NOT TOWARD STREET,"57 West Dedham Street, Roxbury, MA 02118",HECTOR PINA,HECTOR PINA,(617)445-5403,,57-67 W Dedham ST,Roxbury,MA,02118,771778.168014772,2949876.91236267
CAL-132437,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Schiaffo, Inc.",Carmelina's,,,Damien Dipaola,Damien Dipaola,(617)894-4462,,307-309   Hanover ST,Boston,MA,02113,776657.476255029,2957942.03214268
CAL-132438,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"California Pizza Kitchen, Inc.",California Pizza Kitchen,1 CAPACITY RESTAURANT IS 180 PERSONS INSIDE 2 OUTDOOR SEATING 36,,Ronald Stephenson II,Ronald Stephenson II,(617)227-7606,,800     Boylston ST,Boston,MA,02199,769309.897281354,2951861.40995205
CAL-132442,Active,Live Entertainment,2014-09-12,2023-12-31,"Riverside Theatre Works, Inc.",Riverside Theatre Works,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Paul Terranova,Paul Terranova,(646)319-9572,,41-49   Fairmount AVE,Hyde Park,MA,02136,758818.357198417,2918264.65911374
CAL-132443,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Mother Anna's, Inc.",Mother Anna's,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,John Caparella,John Caparella,(617)523-8496,,211-   Hanover ST,Boston,MA,02113,776348.999998748,2957510.00001428
CAL-132446,Active,Live Entertainment,2014-09-12,2023-12-31,"LaGrange Lounge & Restaurant, Inc.",Corrib Pub & Restaurant,1 INSTRUMENTAL MUSIC IS NOT TO EXCEED FIVE 5 INSTRUMENTS 2 DANCING PATRONS ALLOWED 3 ENTERTAINMENT PERMITTED OUTSIDE 4 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 35 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Martin Bligh,Martin Bligh,,,2022-2030   Centre ST,West Roxbury,MA,02132,748739.685669035,2927537.37928237
CAL-132448,Active,Night Club,2014-09-12,2023-12-31,The Boston Leco Corp.,Legacy Boston / Candibar,1 FLOOR SHOW MAY CONSIST STAGE PLAYS DANCING PERFORMERS COMEDIANS ONLY BE OFFERED ON FRIDAY SATURDAY EVENINGS 2 INSTRUMENTAL VOCAL MUSIC IS NOT TO EXCEED EIGHT 8 3 CAPACITY LIMITED 756 PEOPLE 4 ENTERTAINMENT PERMITTED OUTSIDE 5 ALL WINDOWS DOORS MUST CLOSED DURING LIVE 6 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,George Michael Kalevas,George Michael Kalevas,(781)858-8896,,275     Tremont ST,Boston,MA,02116,773628.446180556,2952884.12326389
CAL-132455,Active,Live Entertainment,2014-09-12,2023-12-31,"Oznemoc, Inc.",Centerfolds,1 FLOOR SHOW CONSISTS DANCE PERFORMANCE NUDE DANCING 2 CAPACITY FIRST IS 113 PERSONS 3 MEZZANINE 93 4 SECOND 108 5 THIRD 80 6 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 7 SOUND NOT TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M PER CITY BOSTON S NOISE ORDINANCE,,Nicholas DeFilippo,Nicholas DeFilippo,,,12-18   Lagrange ST,Boston,MA,02116,774216.529148758,2953393.71975444
CAL-132456,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Anfratta, LLC",Ward 8,,,NICHOLAS FRATTAROLI,NICHOLAS FRATTAROLI,(617)785-3046,(617)829-4975,90- N Washington ST,Boston,MA,02114,775435.999997899,2958490.0000152
CAL-132457,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"The Parish Cafe, Inc.",Parish Cafe,1 ALL WINDOWS DOORS MUST BE CLOSED NO LATER THAN 11 00 PM 2 ENTERTAINMENT IS NOT PERMITTED ON OUTDOOR PATIO 3 NOISE LEVELS TO EXCEED 50 DB ANY TIME MAY 70 BETWEEN 11PM 7AM PER BOSTON ORDINANCE,,Brian Poe,Brian Poe,(617)605-0134,,359-363   Boylston ST,Boston,MA,02116,771949.910970643,2953562.9820586
CAL-132460,Active,Live Entertainment,2014-09-12,2023-12-31,"CHSP TRS Boston II, LLC",Hyatt Regency Boston,1 DISC JOCKEY KARAOKE DANCING PATRONS MAY BE OFFERED ONLY DURING FUNCTION EVENTS FUNCTIONS DEFINED AS THOSE IN WHICH PARTY IS BEING HELD SPECIFIC REASON HAS INVITED DISCERNIBLE GROUP OR NUMBER PEOPLE EVENT NOT OPEN TO GENERAL PUBLIC 2 ENTERTAINMENT WILL MAINTAINED ON THIRD FLOOR FOURTH PRESIDENTIAL SUITE 3 INSTRUMENTAL VOCAL MUSIC EXCEED TEN 10 PERFORMERS 4 THERE NO SHOW PREMISES 5 SOUND 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,"One Avenue De Lafayette, Boston, MA 02111",Greg Nomura,Greg Nomura,(617)422-5501,,1-  Avenue De Lafayette ,Boston,MA,02111,774899.646701389,2954110.56423611
CAL-132461,Active,Night Club,2014-09-12,2023-12-31,BTUHWF Service Corp.,Boston Teachers Union Hall,1 ENTERTAINMENT MAY BE OFFERED IN LOUNGE ROOM ONE 2 CAPACITY IS 100 PERSONS 300 THREE 337 TOTAL 031 3 INSTRUMENTAL MUSIC NOT TO EXCEED TEN 10 INSTRUMENTS 4 DISC JOCKEY PRIVATE FUNCTIONS ONLY ON ANY OCCASION WHERE LICENSEE INTENDS OFFER FUNCTION IT MUST PROVIDE LICENSING DIVISION WITH ADVANCE WRITTEN NOTICE LEAST 48 HOURS 5 SOUND 70 DECIBELS TIME 50 BETWEEN 7 00 AM 11 PM PER CITY BOSTON S NOISE ORDINANCE 6 PERMITTED OUTSIDE ALL WINDOWS DOORS CLOSED DURING LIVE,,Domenic Silvestro,Domenic Silvestro,(617)288-2000,,180     Mount Vernon ST,Dorchester,MA,02125,778700.000000939,2942740.00000052
CAL-132463,Active,Live Entertainment,2014-09-12,2023-12-31,"Acapulco Mexican Restaurant, Inc.",Acapulco Mexican Restaurant,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO FOUR 4 INSTRUMENTS VOCALISTS 2 ENTERTAINMENT NOT PERMITTED OUTSIDE 3 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE SOUND EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,LUIS FLORES,LUIS FLORES,(617)524-3131,,460-468   Centre ST,Jamaica Plain,MA,02130,761224.223312661,2941638.60844749
CAL-132465,Active,Live Entertainment,2014-09-12,2023-12-31,"PPF BOSTON HARBOR TRS, LLC",Boston Harbor Hotel,1 INSTRUMENTAL MUSIC IS NOT TO EXCEED FIFTEEN 15 INSTRUMENTS 2 FLOOR SHOW CONSIST DANCE REVIEW CABARET STAGE PLAYS COMEDIANS 3 LICENSEE CLOSELY MONITOR VOLUME LEVELS ITS ACTIVITIES MAINTAIN LIMITED LEVEL SO AS PREVENT DISTURBANCE SURROUNDING AREA 4 PERMITTED HAVE MOVIE PROJECTOR LIVE ENTERTAINMENT CONSISTING ON INSTRUMENTALISTS VOCALISTS BARGE LOCATED REAR HOTEL CAPACITY 300 PERSONS OUTDOOR CEASE 11 00P M 5 PUBLIC ONLY PERFORMERS TECHNICIANS 6 ABIDE BOSTON NOISE ORDINANCE SOUND 70 DECIBELS ANY TIME,,Stephen G Johnston,Stephen G Johnston,(617)439-7000,,70-  Rowes WHF,Boston,MA,02110,777752.416666666,2955042.11805556
CAL-132467,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Benevolent & Protective Order of Elks #2199,B.P.O.E. - Brighton Lodge Of Elks #2199,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Kelly Mcgrath,Kelly Mcgrath,(617)960-6129,,326-326B   Washington ST,Brighton,MA,02135,750243.566854432,2952344.31133747
CAL-132471,Active,Non-Live Entertainment,2014-09-12,2023-12-31,U'Saraceno's,U'Saraceno's,1 CAPACITY FIRST FLOOR IS 42 PERSONS 2 BASEMENT 40 PERSONS3 ENTERTAINMENT NOT PERMITTED OUTSIDE 4 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 5 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,FRANK PEZZANO,FRANK PEZZANO,(617)288-5353,,284-286   Hanover ST,Boston,MA,02113,776554.608862936,2957974.29323071
CAL-132476,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Mario's Restaurant,Mario's Restaurant,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Ursula Imbriano,Ursula Imbriano,,,347-   Chelsea ST,East Boston,MA,02128,783463.411749378,2963186.32808356
CAL-132479,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Smith & Wollensky Atlantic Wharf LLC,Smith & Wollensky,1 AUDIO FROM TELEVISION MUSIC ON PATIO MUST BE STRICTLY CONTROLLED NOT AUDIBLE TO SIDEWALK 2 CEASE 11 00 PM 3 ENTERTAINMENT SOUND IS EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,"290 Congress Street, Boston, MA 02210",Kim Dinsmoore,Kim Dinsmoore,,,290     Congress ST,Boston,MA,02110,777163.249990731,2953970.45139917
CAL-132480,Active,Night Club,2014-09-12,2023-12-31,"Big Night Venues Boston 2, LLC",Empire,1 INSTRUMENTAL VOCAL IS LIMITED TO 5 PERFORMERS2 THERE BE NO FLOOR SHOW ESTABLISHMENT 3 BACKGROUND MUSIC PERMITTED ON PERMANENT PATIO SOUND SHOULD DIRECTED SO THAT ONLY PATRONS MAY HEAR NOISE LEVELS NOT EXCEED 70 DB ANY TIME 50 AFTER 11PM PER BOSTON ORDINANCE ENTERTAINMENT HOURS AS FOLLOWS Monday Thursday 5PM 10PMFriday 12AMSaturday 12PM 12AMSunday 10PM,"One Marina Park Drive, Boston, MA 02210",Edward Kane,Edward Kane,,,1-  Marina Park DR,Boston,MA,02210,779042.890990779,2954068.17053318
CAL-132484,Active,Live Entertainment,2014-09-12,2023-12-31,"Mile 22, Inc.",Cityside,1 CAPACITY FIRST FLOOR IS 100 PERSONS 2 SECOND 140 3 MAXIMUM RESTAURANT 240 4 ALL LIVE ENTERTAINMENT MUST TAKE PLACE ON ONLY LIMITED TO TRIVIA CONTESTS DISC JOCKEY INSTUMENTAL VOCAL MUSIC KARAOKE 5 THERE BE NO DANCING PREMISES 6 ALLOWED OUTSIDE 7 WINDOWS DOORS CLOSED WHEN BEGINS OR LATER THAN 10 00 PM UNLESS OTHERWISE RESTRICTED,,Mark Standish,Mark Standish,,,1955-1975  Beacon ST,Brighton,MA,02467,750809.537130926,2947577.44163371
CAL-132485,Active,Night Club,2014-09-12,2023-12-31,"Via Veneto Restaurant, Inc.",Filippo Ristorante,1 INSTRUMENTAL MUSIC IS NOT TO EXCEED EIGHT 8 INSTRUMENTS 2 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 3 PERMITTED OUTSIDE 4 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Filippo Frattaroli,Filippo Frattaroli,(781)354-4135,(781)721-2263,283     Causeway ST,Boston,MA,02114,775564.999998018,2959060.00001572
CAL-132490,Active,Live Entertainment,2014-09-12,2023-12-31,Berklee College of Music,Café 939 at Berklee,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO FOURTEEN 14 PERFORMERS 2 NO ENTERTAINMENT ALLOWED IN PATIO AREA OR ELSEWHERE OUTSIDE PREMISES 3 FLOORSHOW DANCE COMEDY PERFORMANCES 4 THERE BE DANCING PATRONS ESTABLISHMENT 5 LICENSEE MUST PROVIDE LICENSING DIVISION WITH ADVANCE NOTICE LESS THAN 48 HOURS ANY LIVE CONCERT HELD GENERAL ADMISSION SEATING FORMAT WHICH PUBLIC MAY PURCHASE TICKETS 6 ALL WINDOWS DOORS CLOSED WHEN BEGINS LATER 11 00 PM UNLESS OTHERWISE RESTRICTED,,Michael Creamer,Michael Creamer,(617)747-6143,,939-   Boylston ST,Boston,MA,02115,768336.999991283,2952200.00000933
CAL-132495,Active,Live Entertainment,2014-09-12,2023-12-31,DEV Corp.,Devlin's,1 INSTRUMENTAL VOCAL MUSIC IS NOT TO EXCEED 4 PERFORMERS 2 ENTERTAINMENT PERMITTED OUTSIDE 3 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE SOUND 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Patrick O'Sullivan,Patrick O'Sullivan,617-780-6947,,332-   Washington ST,Brighton,MA,02135,750145.680326343,2952351.56512947
CAL-132496,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Stanza Dei Sigari, Inc.",Stanza Dei Sigari,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,GERALD RICCIO,GERALD RICCIO,(617)227-7606,,290-296   Hanover ST,Boston,MA,02113,776591.930366978,2958021.13537475
CAL-132497,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"107 Salem Restaurant, Inc.",Bacco Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Charles Buben,Charles Buben,(617)624-0454,,107-   Salem ST,Boston,MA,02113,776327.197502732,2958049.63684678
CAL-132498,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"170, LLC",The Granary,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 7 00 AM 11 PM PER CITY BOSTON S NOISE ORDINANCE,"170 Milk Street, Boston, MA 02109",Luis Luna,Luis Luna,,,170-  Milk ST,Boston,MA,02109,777087.798090994,2956066.43529678
CAL-132500,Active,Night Club,2014-09-12,2022-12-31,Jackson Gateman,Nashville Grille,1 CAPACITY FIRST FLOOR IS 130 PERSONS 2 SECOND 205 3 ALL LIVE ENTERTAINMENT CONSISTING DISC JOCKEY DANCING WITH PATRONS INSTRUMENTAL MUSIC VOCAL KARAOKE MUST CEASE 00A M 4 TO TAKE PLACE ON EXCEPTION ONE SOLO MUSICIAN 5 LIMITED INSTRUMENTALISTS VOCALISTS 6 THERE BE NO SHOW,,Colleen Hagerty,Colleen Hagerty,(617)424-6711,,253-261   Tremont ST,Boston,MA,02116,773658.299708232,2953028.6265061
CAL-132501,Active,Non-Live Entertainment,2014-09-12,2022-12-31,Delicious Yogurt LLC,Delicious Yogurt,,,Kenny Tran,Kenny Tran,(508)410-8980,(508)410-8980,4198-4206  Washington St,Roslindale,MA,02131,756997.339091564,2929774.94278917
CAL-132503,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Boylston FAB LLC,Finagle a Bagel,1 CAPACITY PREMISES IS 58 PERSONS 2 OUTDOOR PATIO 22,,Marcelo Mathias,Marcelo Mathias,(617)266-2500,,535-541  Boylston ST,Boston,MA,02116,770889.634781366,2953171.83520916
CAL-132505,Active,Night Club,2014-09-12,2023-12-31,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS 6 SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M PER BOSTON S NOISE ORDINANCE,,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,,215A-  Charles ST,Boston,MA,02114,772332.879482999,2957223.04436602
CAL-132514,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Woods L Street Tavern, Inc.",Woody's,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,"John Woods, Jr","John Woods, Jr",,,195-   L ST,South Boston,MA,02127,781886.000003904,2946200.00000374
CAL-132515,Active,Live Entertainment,2014-09-12,2023-12-31,"KPC, Inc.",Murphy's Law,1 INSTRUMENTAL VOCAL MUSIC MUST NOT EXCEED FIVE 5 INSTRUMENTS 2 NO PATRONS SHALL BE ALLOWED TO ENTER PREMISES AFTER 00 M 3 LIVE CEASE 30 4 DANCING IS ENTERTAINMENT PERMITTED OUTSIDE 6 ALL WINDOWS DOORS CLOSED DURING 7 SOUND 70 DECIBELS ANY TIME 50 BETWEEN 11 P PER CITY BOSTON S NOISE ORDINANCE,,Scott Pumphret,Scott Pumphret,,,837-   Summer ST,South Boston,MA,02127,781703.000003725,2948540.00000593
CAL-132518,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Sip Wine Bar & Kitchen, Inc.",Sip Wine Bar & Kitchen,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Christopher Damien,Christopher Damien,,,571-581   Washington ST,Boston,MA,02111,774359.117692888,2954158.65674716
CAL-132521,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Croke Park, Inc.",Croke Park,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,timothy  o'callahan ,timothy  o'callahan ,,,268- W Broadway ,South Boston,MA,02127,777506.999999821,2948980.00000633
CAL-132522,Active,Night Club,2014-09-12,2023-12-31,Sports Connection Bar & Grill,Sports Connection Bar & Grill,1 INSTRUMENTAL VOCAL MUSIC DJ DANCING PATRONS IS LIMITED TO THURSDAY FRIDAY SATURDAY EVENINGS FROM 9 00 PM AM 2 NOT EXCEED THREE 3 INSTRUMENTS ENTERTAINMENT SOUND 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,susan Attardo,susan Attardo,(617)268-4119,,560-   Dorchester AVE,South Boston,MA,02127,776025.99999845,2945770.00000335
CAL-132523,Active,Live Entertainment,2014-09-12,2023-12-31,Trustees of Boston University,Boston University Tsai Performance Center,1 Instrumental music is limited to 100 performers 2 Entertainment not permitted outside 3 All windows amp doors must be closed during live entertainment 4 Sound exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Michelle Freedman,Michelle Freedman,(617)353-8022,,685-685   Commonwealth AV,Boston,MA,02215,764109.999987349,2952700.0000098
CAL-132524,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Corporation,Starbucks Coffee #7224,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,,LISA BAKER,LISA BAKER,(206)318-1442,,364-   Brookline AVE,Boston,MA,02215,762575.999985918,2948820.00000618
CAL-132527,Active,Live Entertainment,2014-09-12,2023-12-31,Somers Corporation,Mr. Dooley's,1 INSTRUMENTAL MUSIC IS NOT TO EXCEED FIVE 5 INSTRUMENTS 2 DANCING PATRONS ALLOWED 3 ENTERTAINMENT PERMITTED OUTSIDE 4 SOUND 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Ann Somers,Ann Somers,,,77-   Broad ST,Boston,MA,02109,776809.99999918,2955670.00001256
CAL-132529,Active,Live Entertainment,2014-09-12,2023-12-31,"Ipswich Entertainment, Inc.",Loretta's Last Call,1 INSTRUMENTAL MUSIC IS NOT TO EXCEED EIGHT 8 INSTRUMENTS 2 ALL DOORS WINDOWS MUST BE CLOSED DURING LIVE ENTERTAINMENT 11 00 PM REGARDLESS OFFERED 3 PERMITTED OUTSIDE 4 SOUND 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Erica Dorsey,Erica Dorsey,,,1-   Lansdowne ST,Boston,MA,02215,765786.999988914,2951850.00000902
CAL-132533,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Pockets Billiard Club,Pockets Billiard Club,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Lisa DiPrizio,Lisa DiPrizio,,,981-   Bennington ST,East Boston,MA,02128,789253.000010759,2966169.99999034
CAL-132535,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Morton's of Chicago/Boston Seaport, LLC",Morton's of Chicago,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Mark Mahoney,Mark Mahoney,(781)258-1231,,2-   Seaport LN,Boston,MA,02210,780285.769218415,2952512.33498563
CAL-132545,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Shiawase, Inc.",Moko,1 Entertainment is not permitted outside 2 Noise levels to exceed 70 dB any time may 50 between 11 00p m 7 00 per Boston Ordinance,,Joy Lee,Joy Lee,(781)249-5838,,674-676 E Broadway ,South Boston,MA,02127,781196.473059267,2947729.39651717
CAL-132548,Active,Non-Live Entertainment,2014-09-12,2023-12-31,75 Arlington Street Inc.,Davio's,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Steven DeFillippo,Steven DeFillippo,,,75     Arlington ST,Boston,MA,02117,772303.999994978,2953110.00001018
CAL-132549,Active,Non-Live Entertainment,2014-09-12,2022-12-31,"August Summer Group, LLC",Totto Ramen,,,Nghi Nguyen,Nghi Nguyen,,(617)910-7114,157-171   Brighton AVE,Allston,MA,02134,755457.183211282,2953989.592043
CAL-132550,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Brook Farm Egg, Inc.",Lo Conte's Restaurant,1 CAPACITY FIRST FLOOR IS 76 PERSONS 2 SECOND 23,,Carla Lo Conte,Carla Lo Conte,,,116-   Salem ST,Boston,MA,02113,776250.999998659,2958230.00001495
CAL-132551,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Last Drop, Inc.",The Last Drop,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Douglas F Bacon,Douglas F Bacon,,,594-600   Washington ST,Brighton,MA,02135,746170.424930632,2952875.78474596
CAL-132552,Active,Night Club,2014-09-12,2023-12-31,"Galway, Inc.",The Harp,1 CAPACITY DAYTIME IS 310 PERSONS 190 UPSTAIRS 120 DOWNSTAIRS 2 PREMISES NIGHT TIME 693 500 ON FIRST FLOOR 193 IN BASEMENT 3 LIVE INSTRUMENTAL VOCAL MUSIC LIMITED TO STAGE LOCATION 4 NOT EXCEED 6 INSTRUMENTS 5 SHOW KARAOKE COMEDY SHOWS ONLY ALL WINDOWS DOORS MUST BE CLOSED WHEN ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 7 SOUND 70 DECIBELS ANY 50 BETWEEN P M PER CITY BOSTON S NOISE ORDINANCE,,James Roberts,James Roberts,,,85-  Causeway ST,Boston,MA,02114,774433.847222222,2958198.44184028
CAL-132554,Active,Live Entertainment,2014-09-12,2023-12-31,"Lyric Stage Company of Boston, Inc.",Lyric Stage Theatre,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Matthew Chapuran,Matthew Chapuran,,,140-   Clarendon ST,Boston,MA,02116,771204.99999395,2952350.00000948
CAL-132555,Active,Live Entertainment,2014-09-12,2021-12-31,"Potbelly Sandwich Works, LLC",Potbelly Sandwich Shop,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO ONE PERFORMER 2 LICENSEE MUST KEEP WINDOWS DOORS SHUT WHENEVER OFFERING LIVE ENTERTAINMENT,,John Demallistre,John Demallistre,(781)254-2011,,263-  Washington ST,Boston,MA,02108,775587.298782036,2955844.63863672
CAL-132557,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"JnK, Inc.",Fish Market,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Kin Ming Chan,Kin Ming Chan,,,170-   Brighton AVE,Allston,MA,02134,755373.000011206,2953840.00001086
CAL-132558,Active,Non-Live Entertainment,2014-09-12,2022-12-31,"Taste, Inc.",Vino Volo,,"500 Terminal E-Logan Airport, East Boston, MA 02128",Tzuying Chen,Tzuying Chen,,,500     Logan Airport Terminal E  ,East Boston,MA,02128,0,0
